,name,dataset,model,pooling,N,max_length,layer,anisotropy,inference_time,cased,no_stop
2,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,2,0.6987512947022915,0.05561703276634216,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,3,0.7184165229201317,0.05561703276634216,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,4,0.7680014614462852,0.05561703276634216,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,5,0.7825785306692123,0.05561703276634216,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,6,0.7699253286719322,0.05561703276634216,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,7,0.7426343579292297,0.05561703276634216,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,8,0.720927722632885,0.05561703276634216,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,9,0.6548309889435768,0.05561703276634216,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,10,0.5861649768054485,0.05561703276634216,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,11,0.5989140988737345,0.05561703276634216,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP,1000,32,12,0.4447771800011397,0.05561703276634216,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,0,0.5644757880419493,0.056995079040527336,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,1,0.5725097734332084,0.056995079040527336,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,2,0.6695830817520618,0.056995079040527336,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,3,0.6873409167826176,0.056995079040527336,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,4,0.7337209703624249,0.056995079040527336,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,5,0.7512636390030384,0.056995079040527336,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,6,0.7414806259274482,0.056995079040527336,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,7,0.7189497444033622,0.056995079040527336,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,8,0.6969273139238358,0.056995079040527336,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,9,0.630788448125124,0.056995079040527336,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,10,0.564393706664443,0.056995079040527336,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,11,0.5864040452241898,0.056995079040527336,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_CLS,1000,32,12,0.4555565900206566,0.056995079040527336,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,0,0.5643819321841002,0.04431975078582764,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,1,0.5724339950680732,0.04431975078582764,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,2,0.6695121294856071,0.04431975078582764,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,3,0.6872881318628788,0.04431975078582764,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,4,0.7336980921924114,0.04431975078582764,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,5,0.7512461277544499,0.04431975078582764,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,6,0.7414550583362579,0.04431975078582764,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,7,0.7189196030497551,0.04431975078582764,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,8,0.6969016780555248,0.04431975078582764,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,9,0.6307739307284355,0.04431975078582764,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,10,0.5643999390155077,0.04431975078582764,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,11,0.5864078194946051,0.04431975078582764,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,avg_no_SEP_no_CLS,1000,32,12,0.4555229657888413,0.04431975078582764,False,False
0,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,0,0.26446602410823106,0.05399305486679077,False,False
1,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,1,0.30691846442222603,0.05399305486679077,False,False
2,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,2,0.3457609033137561,0.05399305486679077,False,False
3,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,3,0.3492373369038105,0.05399305486679077,False,False
4,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,4,0.386487911850214,0.05399305486679077,False,False
5,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,5,0.4263417960703373,0.05399305486679077,False,False
6,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,6,0.41149972204864027,0.05399305486679077,False,False
7,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,7,0.3936633986085653,0.05399305486679077,False,False
8,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,8,0.3814175131320953,0.05399305486679077,False,False
9,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,9,0.3334510698467493,0.05399305486679077,False,False
10,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,10,0.31591928161680705,0.05399305486679077,False,False
11,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,11,0.3549657450988889,0.05399305486679077,False,False
12,wiki1m_for_simcse_shuf|unsup_prompt|CLS|1000|32,wiki1m_for_simcse_shuf,unsup_prompt,CLS,1000,32,12,0.2785373380333185,0.05399305486679077,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,0,0.08518799732858315,0.05771507024765015,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,1,0.14011316087096928,0.05771507024765015,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,2,0.2043600725606084,0.05771507024765015,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,3,0.1715613067559898,0.05771507024765015,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,4,0.2054763755761087,0.05771507024765015,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,5,0.2261760224699974,0.05771507024765015,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,6,0.21951276783272625,0.05771507024765015,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,7,0.20965752512961627,0.05771507024765015,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,8,0.2262089710123837,0.05771507024765015,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,9,0.21527730886638166,0.05771507024765015,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,10,0.22398452914878725,0.05771507024765015,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,11,0.28432925916463136,0.05771507024765015,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|none|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none,1000,32,12,0.2044806306399405,0.05771507024765015,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,0,0.08264869773950011,0.06837509202957154,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,1,0.1484757797960192,0.06837509202957154,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,2,0.2032662286609412,0.06837509202957154,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,3,0.1905879995562136,0.06837509202957154,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,4,0.19250060895830395,0.06837509202957154,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,5,0.22646209605783224,0.06837509202957154,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,6,0.2152395006418228,0.06837509202957154,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,7,0.215184513989836,0.06837509202957154,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,8,0.2230876113958657,0.06837509202957154,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,9,0.21143150336807592,0.06837509202957154,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,10,0.2245897230356932,0.06837509202957154,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,11,0.2848880501240492,0.06837509202957154,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP,1000,32,12,0.21028641264140607,0.06837509202957154,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,0,0.07961995571155057,0.07657922077178955,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,1,0.1377367019467056,0.07657922077178955,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,2,0.19542518788576127,0.07657922077178955,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,3,0.16742231523245574,0.07657922077178955,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,4,0.1836667879037559,0.07657922077178955,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,5,0.21495557823777198,0.07657922077178955,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,6,0.20853248319774867,0.07657922077178955,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,7,0.20657787772268046,0.07657922077178955,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,8,0.21063369522243736,0.07657922077178955,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,9,0.2072322393776849,0.07657922077178955,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,10,0.2065310723464936,0.07657922077178955,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,11,0.2773456437531859,0.07657922077178955,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_CLS,1000,32,12,0.20492414515465496,0.07657922077178955,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,0,0.074612240145354,0.08234435629844665,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,1,0.1441742919497192,0.08234435629844665,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,2,0.2048306019976735,0.08234435629844665,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,3,0.17371096400171518,0.08234435629844665,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,4,0.18209347013384106,0.08234435629844665,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,5,0.2147103473506868,0.08234435629844665,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,6,0.2026459368988872,0.08234435629844665,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,7,0.2047473374158144,0.08234435629844665,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,8,0.21504176319390536,0.08234435629844665,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,9,0.2027561324238777,0.08234435629844665,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,10,0.21780772680416705,0.08234435629844665,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,11,0.26711738185957073,0.08234435629844665,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,none_no_SEP_no_CLS,1000,32,12,0.2092361908741296,0.08234435629844665,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,0,0.5939832647144795,0.07456379008293151,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,1,0.622166307002306,0.07456379008293151,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,2,0.715647588789463,0.07456379008293151,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,3,0.7113053017556668,0.07456379008293151,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,4,0.7469870404005051,0.07456379008293151,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,5,0.75945727455616,0.07456379008293151,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,6,0.7467742069959641,0.07456379008293151,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,7,0.7215711164772509,0.07456379008293151,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,8,0.7103932296037674,0.07456379008293151,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,9,0.673837221801281,0.07456379008293151,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,10,0.6192437601089478,0.07456379008293151,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,11,0.627665189564228,0.07456379008293151,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|avg|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg,1000,32,12,0.4419569369256496,0.07456379008293151,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,0,0.5938671228587628,0.07355518341064453,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,1,0.6220836930572987,0.07355518341064453,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,2,0.7155742631852626,0.07355518341064453,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,3,0.7112500685155392,0.07355518341064453,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,4,0.7469631572365759,0.07355518341064453,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,5,0.7594389528036117,0.07355518341064453,False,False
6,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,6,0.746745845258236,0.07355518341064453,False,False
7,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,7,0.7215358057320118,0.07355518341064453,False,False
8,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,8,0.7103627892136574,0.07355518341064453,False,False
9,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,9,0.6738192321360111,0.07355518341064453,False,False
10,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,10,0.6192432492077351,0.07355518341064453,False,False
11,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,11,0.6276622246801853,0.07355518341064453,False,False
12,wiki1m_for_simcse_shuf|sup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_SEP,1000,32,12,0.44191459169983865,0.07355518341064453,False,False
0,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,0,0.5567285260409117,0.07506909799575806,False,False
1,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,1,0.5901837129890919,0.07506909799575806,False,False
2,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,2,0.6856729591488838,0.07506909799575806,False,False
3,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,3,0.6784222459197045,0.07506909799575806,False,False
4,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,4,0.7094430800974371,0.07506909799575806,False,False
5,wiki1m_for_simcse_shuf|sup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,sup_prompt,avg_no_CLS,1000,32,5,0.7242952972948551,0.07506909799575806,False,False
