,name,dataset,model,pooling,N,max_length,layer,anisotropy,inference_time,cased,no_stop
4,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,4,0.6917543902695179,0.05188140153884888,False,False
5,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,5,0.704556438356638,0.05188140153884888,False,False
6,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,6,0.7008966752290726,0.05188140153884888,False,False
7,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,7,0.6840514529943467,0.05188140153884888,False,False
8,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,8,0.6749748691916466,0.05188140153884888,False,False
9,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,9,0.6479976516067981,0.05188140153884888,False,False
10,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,10,0.615141113102436,0.05188140153884888,False,False
11,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,11,0.5959502023756504,0.05188140153884888,False,False
12,wiki1m_for_simcse|sup-simcse-bert-base-uncased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,avg_no_SEP_no_CLS,1000,32,12,0.4136535465717316,0.05188140153884888,False,False
0,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,0,0.23561690237373115,0.041095404148101804,False,False
1,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,1,0.26494939670711753,0.041095404148101804,False,False
2,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,2,0.29977776332944633,0.041095404148101804,False,False
3,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,3,0.2934499576985836,0.041095404148101804,False,False
4,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,4,0.3218223290294409,0.041095404148101804,False,False
5,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,5,0.3444837183356285,0.041095404148101804,False,False
6,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,6,0.3419508456885815,0.041095404148101804,False,False
7,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,7,0.3330537696629763,0.041095404148101804,False,False
8,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,8,0.3326474652439356,0.041095404148101804,False,False
9,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,9,0.3188242585062981,0.041095404148101804,False,False
10,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,10,0.3412969443798065,0.041095404148101804,False,False
11,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,11,0.3802997185438871,0.041095404148101804,False,False
12,wiki1m_for_simcse|sup-simcse-bert-base-uncased|CLS|1000|32,wiki1m_for_simcse,sup-simcse-bert-base-uncased,CLS,1000,32,12,0.28077096709609034,0.041095404148101804,False,False
0,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,0,0.08450151989086589,0.062431003570556635,False,False
1,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,1,0.15122446255758404,0.062431003570556635,False,False
2,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,2,0.2167957316339016,0.062431003570556635,False,False
3,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,3,0.19160714630782605,0.062431003570556635,False,False
4,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,4,0.22233769354969266,0.062431003570556635,False,False
5,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,5,0.2617685765996575,0.062431003570556635,False,False
6,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,6,0.2460950618907809,0.062431003570556635,False,False
7,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,7,0.2400433390289545,0.062431003570556635,False,False
8,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,8,0.2434939455837012,0.062431003570556635,False,False
9,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,9,0.2172674078308046,0.062431003570556635,False,False
10,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,10,0.21429219332523644,0.062431003570556635,False,False
11,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,11,0.25687657987326384,0.062431003570556635,False,False
12,wiki1m_for_simcse|unsup_prompt|none|1000|32,wiki1m_for_simcse,unsup_prompt,none,1000,32,12,0.18517918714880946,0.062431003570556635,False,False
0,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,0,0.09134461172227748,0.05659118914604187,False,False
1,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,1,0.1406079611107707,0.05659118914604187,False,False
2,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,2,0.2081691600568593,0.05659118914604187,False,False
3,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,3,0.1858594034947455,0.05659118914604187,False,False
4,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,4,0.22348131670802832,0.05659118914604187,False,False
5,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,5,0.2501598788648844,0.05659118914604187,False,False
6,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,6,0.24699891713261604,0.05659118914604187,False,False
7,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,7,0.24140102127194404,0.05659118914604187,False,False
8,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,8,0.2388179928660393,0.05659118914604187,False,False
9,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,9,0.2177576054632664,0.05659118914604187,False,False
10,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,10,0.209078789241612,0.05659118914604187,False,False
11,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,11,0.2430028610652662,0.05659118914604187,False,False
12,wiki1m_for_simcse|unsup_prompt|none_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP,1000,32,12,0.18780205032601952,0.05659118914604187,False,False
0,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,0,0.08511781083367533,0.06519014668464661,False,False
1,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,1,0.14457995643094182,0.06519014668464661,False,False
2,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,2,0.1985477213598788,0.06519014668464661,False,False
3,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,3,0.18019550474733115,0.06519014668464661,False,False
4,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,4,0.21082294058054685,0.06519014668464661,False,False
5,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,5,0.2624056818187237,0.06519014668464661,False,False
6,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,6,0.2488018611893057,0.06519014668464661,False,False
7,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,7,0.2403850375339389,0.06519014668464661,False,False
8,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,8,0.23735636188834905,0.06519014668464661,False,False
9,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,9,0.20541961605101824,0.06519014668464661,False,False
10,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,10,0.2009361847937107,0.06519014668464661,False,False
11,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,11,0.2572334364027483,0.06519014668464661,False,False
12,wiki1m_for_simcse|unsup_prompt|none_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_CLS,1000,32,12,0.1940889478400349,0.06519014668464661,False,False
0,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,0,0.07981072405843953,0.04209428262710571,False,False
1,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,1,0.14002266455441714,0.04209428262710571,False,False
2,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,2,0.1977961721420288,0.04209428262710571,False,False
3,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,3,0.1823249624744057,0.04209428262710571,False,False
4,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,4,0.2217136846296489,0.04209428262710571,False,False
5,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,5,0.25282982464134696,0.04209428262710571,False,False
6,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,6,0.24475536550581456,0.04209428262710571,False,False
7,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,7,0.2396401071175933,0.04209428262710571,False,False
8,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,8,0.2372584687881172,0.04209428262710571,False,False
9,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,9,0.2080902832839638,0.04209428262710571,False,False
10,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,10,0.2124299999224022,0.04209428262710571,False,False
11,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,11,0.25468361589917915,0.04209428262710571,False,False
12,wiki1m_for_simcse|unsup_prompt|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,none_no_SEP_no_CLS,1000,32,12,0.19614863178133965,0.04209428262710571,False,False
0,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,0,0.5829721826314926,0.054672714948654166,False,False
1,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,1,0.5925489206016064,0.054672714948654166,False,False
2,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,2,0.6858886841833591,0.054672714948654166,False,False
3,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,3,0.6992339124977589,0.054672714948654166,False,False
4,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,4,0.7489053586125374,0.054672714948654166,False,False
5,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,5,0.7651787070035935,0.054672714948654166,False,False
6,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,6,0.7523005601167679,0.054672714948654166,False,False
7,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,7,0.7242884872555733,0.054672714948654166,False,False
8,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,8,0.6994805557131767,0.054672714948654166,False,False
9,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,9,0.6333572636246682,0.054672714948654166,False,False
10,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,10,0.5688181474506855,0.054672714948654166,False,False
11,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,11,0.5839380676448345,0.054672714948654166,False,False
12,wiki1m_for_simcse|unsup_prompt|avg|1000|32,wiki1m_for_simcse,unsup_prompt,avg,1000,32,12,0.4343536721765995,0.054672714948654166,False,False
0,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,0,0.5828266289234162,0.058990155935287475,False,False
1,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,1,0.5924522951245308,0.058990155935287475,False,False
2,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,2,0.6858064386844634,0.058990155935287475,False,False
3,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,3,0.6991663723886014,0.058990155935287475,False,False
4,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,4,0.7488756102919578,0.058990155935287475,False,False
5,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,5,0.7651567685604096,0.058990155935287475,False,False
6,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,6,0.7522693641781807,0.058990155935287475,False,False
7,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,7,0.7242526652812957,0.058990155935287475,False,False
8,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,8,0.6994487115442752,0.058990155935287475,False,False
9,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,9,0.6333356399536133,0.058990155935287475,False,False
10,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,10,0.5688199038207531,0.058990155935287475,False,False
11,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,11,0.5839362236559391,0.058990155935287475,False,False
12,wiki1m_for_simcse|unsup_prompt|avg_no_SEP|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP,1000,32,12,0.4343043372929096,0.058990155935287475,False,False
0,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,0,0.5423266575932503,0.05299799227714538,False,False
1,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,1,0.5564508191049099,0.05299799227714538,False,False
2,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,2,0.6506814322769642,0.05299799227714538,False,False
3,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,3,0.6608188825249672,0.05299799227714538,False,False
4,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,4,0.7055985554158688,0.05299799227714538,False,False
5,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,5,0.7256394529044629,0.05299799227714538,False,False
6,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,6,0.7167076174914837,0.05299799227714538,False,False
7,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,7,0.694765892803669,0.05299799227714538,False,False
8,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,8,0.6701227140724659,0.05299799227714538,False,False
9,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,9,0.6046635690331459,0.05299799227714538,False,False
10,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,10,0.5430611822754144,0.05299799227714538,False,False
11,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,11,0.5688342100083827,0.05299799227714538,False,False
12,wiki1m_for_simcse|unsup_prompt|avg_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_CLS,1000,32,12,0.4468974697291851,0.05299799227714538,False,False
0,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,0,0.542206045165658,0.05146975827217102,False,False
1,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,1,0.556362521737814,0.05146975827217102,False,False
2,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,2,0.6506023617386818,0.05146975827217102,False,False
3,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,3,0.6607487699985504,0.05146975827217102,False,False
4,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,4,0.7055677737593651,0.05146975827217102,False,False
5,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,5,0.7256167293787003,0.05146975827217102,False,False
6,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,6,0.7166747363507747,0.05146975827217102,False,False
7,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,7,0.6947279735207558,0.05146975827217102,False,False
8,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,8,0.6700882269740105,0.05146975827217102,False,False
9,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,9,0.6046394382715226,0.05146975827217102,False,False
10,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,10,0.5430625088214874,0.05146975827217102,False,False
11,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,11,0.5688320656716823,0.05146975827217102,False,False
12,wiki1m_for_simcse|unsup_prompt|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse,unsup_prompt,avg_no_SEP_no_CLS,1000,32,12,0.4468394691646099,0.05146975827217102,False,False
0,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,0,0.2443344589397312,0.05379128694534302,False,False
1,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,1,0.2834017259925604,0.05379128694534302,False,False
2,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,2,0.31862794888019563,0.05379128694534302,False,False
3,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,3,0.32636136475205424,0.05379128694534302,False,False
4,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,4,0.3674221017807722,0.05379128694534302,False,False
5,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,5,0.4082190531641245,0.05379128694534302,False,False
6,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,6,0.3984832214862109,0.05379128694534302,False,False
7,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,7,0.37967466221749785,0.05379128694534302,False,False
8,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,8,0.3699926170110702,0.05379128694534302,False,False
9,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,9,0.3303434037268162,0.05379128694534302,False,False
10,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,10,0.3179372987449169,0.05379128694534302,False,False
11,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,11,0.3586726015508175,0.05379128694534302,False,False
12,wiki1m_for_simcse|unsup_prompt|CLS|1000|32,wiki1m_for_simcse,unsup_prompt,CLS,1000,32,12,0.2730408805906773,0.05379128694534302,False,False
0,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,0,0.08370709076198478,0.057246497869491576,False,False
1,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,1,0.15779546979442238,0.057246497869491576,False,False
2,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,2,0.21563948199152946,0.057246497869491576,False,False
3,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,3,0.17932326428219675,0.057246497869491576,False,False
4,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,4,0.18893767776340245,0.057246497869491576,False,False
5,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,5,0.21023117305710912,0.057246497869491576,False,False
6,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,6,0.21467076248675585,0.057246497869491576,False,False
7,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,7,0.2136453150734305,0.057246497869491576,False,False
8,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,8,0.2145123322792352,0.057246497869491576,False,False
9,wiki1m_for_simcse|sup_prompt|none|1000|32,wiki1m_for_simcse,sup_prompt,none,1000,32,9,0.20332152255252006,0.057246497869491576,False,False
